url,label,score,prediction,has_query,has_security,has_payment,has_redirect,has_encoding,path_depth,query_params,registrable_domain,hostname,tld,URLLength,DomainLength,IsDomainIP,NoOfSubDomain,IsHTTPS,HasSuspiciousWords,SpecialCharRatio,DigitRatio,HasAtSymbol,SuspiciousTLD,BrandImpersonationScore,HyphenCount,PathQueryLength,KnownBrandDomain,DomainVowelRatio
https://twitch.tv/item/98213,0,0.7148132191629297,1,0,0,0,0,0,2,0,twitch.tv,twitch.tv,tv,28.0,9.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.17857142857142858,0.0,0.0,0.0,0.0,11.0,0.0,0.16666666666666666
https://khanacademy.org/questions/12345/how-to-parse-json,0,0.4869146804131489,1,0,0,0,0,0,3,0,khanacademy.org,khanacademy.org,org,57.0,15.0,0.0,0.0,1.0,0.0,0.17543859649122806,0.08771929824561403,0.0,0.0,0.0,0.0,34.0,0.0,0.36363636363636365
https://lyft.com/sports,0,0.48491665015106067,1,0,0,0,0,0,1,0,lyft.com,lyft.com,com,23.0,8.0,0.0,0.0,1.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
https://www.gov.uk/profile,0,0.49918710991519816,1,0,0,0,0,0,1,0,www.gov.uk,www.gov.uk,uk,26.0,10.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
https://pypi.org,0,0.5079465136910766,1,0,0,0,0,0,0,0,pypi.org,pypi.org,org,16.0,8.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
https://berkeley.edu,0,0.4547509964667397,1,0,0,0,0,0,0,0,berkeley.edu,berkeley.edu,edu,20.0,12.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
https://digitalocean.com/questions/12345/how-to-parse-json,0,0.5779524621309189,1,0,0,0,0,0,3,0,digitalocean.com,digitalocean.com,com,58.0,16.0,0.0,0.0,1.0,0.0,0.1724137931034483,0.08620689655172414,0.0,0.0,0.0,0.0,34.0,0.0,0.5
https://americanexpress.com/dashboard,0,0.538379817167365,1,0,0,0,0,0,1,0,americanexpress.com,americanexpress.com,com,37.0,19.0,0.0,0.0,1.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.4
https://bestbuy.com/wiki/Main_Page,0,0.4688946063061281,1,0,0,0,0,0,2,0,bestbuy.com,bestbuy.com,com,34.0,11.0,0.0,0.0,1.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.2857142857142857
https://steamcommunity.com/reference/functions.html,0,0.5118904192050284,1,0,0,0,0,0,2,0,steamcommunity.com,steamcommunity.com,com,51.0,18.0,0.0,0.0,1.0,0.0,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.35714285714285715
http://npr.org/wiki/Main_Page,0,0.882723857017105,1,0,0,0,0,0,2,0,npr.org,npr.org,org,29.0,7.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
https://wsj.com/sports,0,0.5072296093983517,1,0,0,0,0,0,1,0,wsj.com,wsj.com,com,22.0,7.0,0.0,0.0,1.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
https://theguardian.com/checkout,0,0.4726784400691453,1,0,0,1,0,0,1,0,theguardian.com,theguardian.com,com,32.0,15.0,0.0,0.0,1.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.45454545454545453
http://www.irs.gov/contact,0,0.836415735118608,1,0,0,0,0,0,1,0,irs.gov,www.irs.gov,gov,26.0,11.0,0.0,1.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3333333333333333
https://twitch.tv/,0,0.6509256553942214,1,0,0,0,0,0,0,0,twitch.tv,twitch.tv,tv,18.0,9.0,0.0,0.0,1.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666
https://americanexpress.com/order/confirmation/778213,0,0.5739189350158437,1,0,0,1,0,0,3,0,americanexpress.com,americanexpress.com,com,53.0,19.0,0.0,0.0,1.0,0.0,0.1320754716981132,0.11320754716981132,0.0,0.0,0.0,0.0,26.0,0.0,0.4
https://wired.com/item/98213,0,0.5840551489363618,1,0,0,0,0,0,2,0,wired.com,wired.com,com,28.0,9.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.17857142857142858,0.0,0.0,0.0,0.0,11.0,0.0,0.4
https://digitalocean.com/docs/api,0,0.4725739575929082,1,0,0,0,0,0,2,0,digitalocean.com,digitalocean.com,com,33.0,16.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5
https://gov.uk/help,0,0.6800279223752705,1,0,0,0,0,0,1,0,gov.uk,gov.uk,uk,19.0,6.0,0.0,0.0,1.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3333333333333333
https://gov.uk/en-us/library,0,0.5644527888282408,1,0,0,0,0,0,2,0,gov.uk,gov.uk,uk,28.0,6.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.3333333333333333
http://www.booking.com/library/3.12,0,0.9521100601338663,1,0,0,0,0,0,2,0,booking.com,www.booking.com,com,35.0,15.0,0.0,1.0,0.0,0.0,0.22857142857142856,0.08571428571428572,0.0,0.0,0.0,0.0,13.0,0.0,0.42857142857142855
https://slack.com/repos/example/project,0,0.4791779364764544,1,0,0,0,0,0,3,0,slack.com,slack.com,com,39.0,9.0,0.0,0.0,1.0,0.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.2
https://lyft.com/support,0,0.47038018066806375,1,0,0,0,0,0,1,0,lyft.com,lyft.com,com,24.0,8.0,0.0,0.0,1.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
https://etsy.com/docs,0,0.47437963390518323,1,0,0,0,0,0,1,0,etsy.com,etsy.com,com,21.0,8.0,0.0,0.0,1.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.25
https://wsj.com/science,0,0.49329578746424946,1,0,0,0,0,0,1,0,wsj.com,wsj.com,com,23.0,7.0,0.0,0.0,1.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
https://store.steampowered.com/releases/tag/v2.3.1,0,0.5402733300572606,1,0,0,0,0,0,3,0,steampowered.com,store.steampowered.com,com,50.0,22.0,0.0,1.0,1.0,0.0,0.2,0.06,0.0,0.0,0.0,0.0,20.0,0.0,0.4166666666666667
http://harvard.edu/about,0,0.9501537939650854,1,0,0,0,0,0,1,0,harvard.edu,harvard.edu,edu,24.0,11.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2857142857142857
https://twitch.tv/products,0,0.4758384195264437,1,0,0,0,0,0,1,0,twitch.tv,twitch.tv,tv,26.0,9.0,0.0,0.0,1.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.16666666666666666
https://berkeley.edu/item/98213,0,0.5139823240270542,1,0,0,0,0,0,2,0,berkeley.edu,berkeley.edu,edu,31.0,12.0,0.0,0.0,1.0,0.0,0.1935483870967742,0.16129032258064516,0.0,0.0,0.0,0.0,11.0,0.0,0.375
http://expedia.com/wiki,0,0.9648585030834275,1,0,0,0,0,0,1,0,expedia.com,expedia.com,com,23.0,11.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5714285714285714
http://www.bloomberg.com/questions/12345/how-to-parse-json,0,0.9576723484387744,1,0,0,0,0,0,3,0,bloomberg.com,www.bloomberg.com,com,58.0,17.0,0.0,1.0,0.0,0.0,0.1896551724137931,0.08620689655172414,0.0,0.0,0.0,0.0,34.0,0.0,0.3333333333333333
https://npr.org/technology,0,0.46558559422142565,1,0,0,0,0,0,1,0,npr.org,npr.org,org,26.0,7.0,0.0,0.0,1.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
https://npmjs.com/user/johndoe,0,0.4597756915523542,1,0,0,0,0,0,2,0,npmjs.com,npmjs.com,com,30.0,9.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
https://x.com/products/electronics,0,0.5669025526166197,1,0,0,0,0,0,2,0,x.com,x.com,com,34.0,5.0,0.0,0.0,1.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
https://www.gov.uk/business,0,0.492974018111411,1,0,0,0,0,0,1,0,www.gov.uk,www.gov.uk,uk,27.0,10.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
https://x.com/docs,0,0.7640407693303665,1,0,0,0,0,0,1,0,x.com,x.com,com,18.0,5.0,0.0,0.0,1.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
https://khanacademy.org/pull/2031,0,0.5007189886447461,1,0,0,0,0,0,2,0,khanacademy.org,khanacademy.org,org,33.0,15.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.12121212121212122,0.0,0.0,0.0,0.0,10.0,0.0,0.36363636363636365
http://www.ibm.com/docs/getting-started,0,0.920839619675798,1,0,0,0,0,0,2,0,ibm.com,www.ibm.com,com,39.0,11.0,0.0,1.0,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.3333333333333333
https://www.wired.com/api/v1/users,0,0.46255791042211686,1,0,0,0,0,0,3,0,wired.com,www.wired.com,com,34.0,13.0,0.0,1.0,1.0,0.0,0.23529411764705882,0.029411764705882353,0.0,0.0,0.0,0.0,13.0,0.0,0.4
https://oracle.com/api/v1/users,0,0.5322214821159581,1,0,0,0,0,0,3,0,oracle.com,oracle.com,com,31.0,10.0,0.0,0.0,1.0,0.0,0.22580645161290322,0.03225806451612903,0.0,0.0,0.0,0.0,13.0,0.0,0.5
https://x.com/checkout,0,0.6332742749984223,1,0,0,1,0,0,1,0,x.com,x.com,com,22.0,5.0,0.0,0.0,1.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
https://ibm.com/en-us/library,0,0.45857303925154247,1,0,0,0,0,0,2,0,ibm.com,ibm.com,com,29.0,7.0,0.0,0.0,1.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.3333333333333333
https://wellsfargo.com/questions/12345/how-to-parse-json,0,0.47993436305276127,1,0,0,0,0,0,3,0,wellsfargo.com,wellsfargo.com,com,56.0,14.0,0.0,0.0,1.0,0.0,0.17857142857142858,0.08928571428571429,0.0,0.0,0.0,0.0,34.0,0.0,0.3
https://gov.uk/pull/2031,0,0.6963558632815939,1,0,0,0,0,0,2,0,gov.uk,gov.uk,uk,24.0,6.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,10.0,0.0,0.3333333333333333
https://irs.gov/en-us/docs/Web/JavaScript,0,0.47069687325685666,1,0,0,0,0,0,4,0,irs.gov,irs.gov,gov,41.0,7.0,0.0,0.0,1.0,0.0,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.3333333333333333
https://slack.com/features,0,0.4633787307146461,1,0,0,0,0,0,1,0,slack.com,slack.com,com,26.0,9.0,0.0,0.0,1.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2
https://cdc.gov/watch?v=dQw4w9WgXcQ,0,0.6002393443338504,1,1,0,0,0,0,1,1,cdc.gov,cdc.gov,gov,35.0,7.0,0.0,0.0,1.0,0.0,0.2,0.05714285714285714,0.0,0.0,0.0,0.0,19.0,0.0,0.0
http://www.intel.com,0,0.9779853434661291,1,0,0,0,0,0,0,0,intel.com,www.intel.com,com,20.0,13.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
https://nih.gov/questions/12345/how-to-parse-json,0,0.4858249244265174,1,0,0,0,0,0,3,0,nih.gov,nih.gov,gov,49.0,7.0,0.0,0.0,1.0,0.0,0.20408163265306123,0.10204081632653061,0.0,0.0,0.0,0.0,34.0,0.0,0.3333333333333333
http://www.quora.com/community,0,0.8802374669945516,1,0,0,0,0,0,1,0,quora.com,www.quora.com,com,30.0,13.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6
https://who.int/docs,0,0.49217644869794663,1,0,0,0,0,0,1,0,who.int,who.int,int,20.0,7.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3333333333333333
https://twitch.tv/technology,0,0.5213266110546153,1,0,0,0,0,0,1,0,twitch.tv,twitch.tv,tv,28.0,9.0,0.0,0.0,1.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.16666666666666666
https://hsbc.com/reference/functions.html,0,0.5271271004885711,1,0,0,0,0,0,2,0,hsbc.com,hsbc.com,com,41.0,8.0,0.0,0.0,1.0,0.0,0.17073170731707318,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
https://steamcommunity.com/docs/getting-started,0,0.4921987952984665,1,0,0,0,0,0,2,0,steamcommunity.com,steamcommunity.com,com,47.0,18.0,0.0,0.0,1.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.35714285714285715
https://cloudflare.com/api/v2/products?page=2,0,0.5226892135608279,1,1,0,0,0,0,3,1,cloudflare.com,cloudflare.com,com,45.0,14.0,0.0,0.0,1.0,0.0,0.2,0.044444444444444446,0.0,0.0,0.0,0.0,22.0,0.0,0.4
https://americanexpress.com/checkout,0,0.4993501404597713,1,0,0,1,0,0,1,0,americanexpress.com,americanexpress.com,com,36.0,19.0,0.0,0.0,1.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4
https://mit.edu/item/98213,0,0.6409429177483188,1,0,0,0,0,0,2,0,mit.edu,mit.edu,edu,26.0,7.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.19230769230769232,0.0,0.0,0.0,0.0,11.0,0.0,0.3333333333333333
https://airbnb.com/api/v1/users,0,0.5307025918172477,1,0,0,0,0,0,3,0,airbnb.com,airbnb.com,com,31.0,10.0,0.0,0.0,1.0,0.0,0.22580645161290322,0.03225806451612903,0.0,0.0,0.0,0.0,13.0,0.0,0.3333333333333333
https://nih.gov/tree/main/src,0,0.45857303925154247,1,0,0,0,0,0,3,0,nih.gov,nih.gov,gov,29.0,7.0,0.0,0.0,1.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.3333333333333333
http://theguardian.com/downloads/latest,0,0.9554883995612101,1,0,0,0,0,0,2,0,theguardian.com,theguardian.com,com,39.0,15.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.45454545454545453
https://lyft.com/pull/2031,0,0.6547598684315419,1,0,0,0,0,0,2,0,lyft.com,lyft.com,com,26.0,8.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,10.0,0.0,0.0
https://wellsfargo.com/order/confirmation/778213,0,0.4938632405125925,1,0,0,1,0,0,3,0,wellsfargo.com,wellsfargo.com,com,48.0,14.0,0.0,0.0,1.0,0.0,0.14583333333333334,0.125,0.0,0.0,0.0,0.0,26.0,0.0,0.3
https://npmjs.com/releases/tag/v2.3.1,0,0.5842507476971647,1,0,0,0,0,0,3,0,npmjs.com,npmjs.com,com,37.0,9.0,0.0,0.0,1.0,0.0,0.24324324324324326,0.08108108108108109,0.0,0.0,0.0,0.0,20.0,0.0,0.0
https://wordpress.com/releases/tag/v2.3.1,0,0.5587219096845594,1,0,0,0,0,0,3,0,wordpress.com,wordpress.com,com,41.0,13.0,0.0,0.0,1.0,0.0,0.21951219512195122,0.07317073170731707,0.0,0.0,0.0,0.0,20.0,0.0,0.2222222222222222
https://www.gov.uk/,0,0.6861579367994753,1,0,0,0,0,0,0,0,www.gov.uk,www.gov.uk,uk,19.0,10.0,0.0,0.0,1.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://gov.uk/profile,0,0.5752357104457817,1,0,0,0,0,0,1,0,gov.uk,gov.uk,uk,22.0,6.0,0.0,0.0,1.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3333333333333333
https://americanexpress.com/docs/api,0,0.4981880950298712,1,0,0,0,0,0,2,0,americanexpress.com,americanexpress.com,com,36.0,19.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4
https://nytimes.com/,0,0.563086519118168,1,0,0,0,0,0,0,0,nytimes.com,nytimes.com,com,20.0,11.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857
https://nih.gov/api/v1/users,0,0.5713209986230418,1,0,0,0,0,0,3,0,nih.gov,nih.gov,gov,28.0,7.0,0.0,0.0,1.0,0.0,0.25,0.03571428571428571,0.0,0.0,0.0,0.0,13.0,0.0,0.3333333333333333
https://harvard.edu/order/confirmation/778213,0,0.4633662514169785,1,0,0,1,0,0,3,0,harvard.edu,harvard.edu,edu,45.0,11.0,0.0,0.0,1.0,0.0,0.15555555555555556,0.13333333333333333,0.0,0.0,0.0,0.0,26.0,0.0,0.2857142857142857
https://arstechnica.com/technology,0,0.46084852949383415,1,0,0,0,0,0,1,0,arstechnica.com,arstechnica.com,com,34.0,15.0,0.0,0.0,1.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.36363636363636365
https://lyft.com/docs,0,0.5175041217108778,1,0,0,0,0,0,1,0,lyft.com,lyft.com,com,21.0,8.0,0.0,0.0,1.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
https://bitbucket.org/item/98213,0,0.4802859579199385,1,0,0,0,0,0,2,0,bitbucket.org,bitbucket.org,org,32.0,13.0,0.0,0.0,1.0,0.0,0.1875,0.15625,0.0,0.0,0.0,0.0,11.0,0.0,0.3333333333333333
https://uber.com/,0,0.5604825212943847,1,0,0,0,0,0,0,0,uber.com,uber.com,com,17.0,8.0,0.0,0.0,1.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
https://salesforce.com/pull/2031,0,0.49290872446203515,1,0,0,0,0,0,2,0,salesforce.com,salesforce.com,com,32.0,14.0,0.0,0.0,1.0,0.0,0.1875,0.125,0.0,0.0,0.0,0.0,10.0,0.0,0.4
https://mit.edu/,0,0.4900569581350956,1,0,0,0,0,0,0,0,mit.edu,mit.edu,edu,16.0,7.0,0.0,0.0,1.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
https://usa.gov/,0,0.5045639368804172,1,0,0,0,0,0,0,0,usa.gov,usa.gov,gov,16.0,7.0,0.0,0.0,1.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666
https://coursera.org/pull/2031,0,0.4949096247749097,1,0,0,0,0,0,2,0,coursera.org,coursera.org,org,30.0,12.0,0.0,0.0,1.0,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,10.0,0.0,0.5
http://store.steampowered.com/features,0,0.9716339534525271,1,0,0,0,0,0,1,0,steampowered.com,store.steampowered.com,com,38.0,22.0,0.0,1.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4166666666666667
https://www.quora.com/library/3.12,0,0.4565157101835193,1,0,0,0,0,0,2,0,quora.com,www.quora.com,com,34.0,13.0,0.0,1.0,1.0,0.0,0.23529411764705882,0.08823529411764706,0.0,0.0,0.0,0.0,13.0,0.0,0.6
https://steamcommunity.com/issues/1042,0,0.5716930068059386,1,0,0,0,0,0,2,0,steamcommunity.com,steamcommunity.com,com,38.0,18.0,0.0,0.0,1.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,12.0,0.0,0.35714285714285715
https://coursera.org/library/3.12,0,0.5558995238170781,1,0,0,0,0,0,2,0,coursera.org,coursera.org,org,33.0,12.0,0.0,0.0,1.0,0.0,0.21212121212121213,0.09090909090909091,0.0,0.0,0.0,0.0,13.0,0.0,0.5
https://nytimes.com/releases/tag/v2.3.1,0,0.5765815322552268,1,0,0,0,0,0,3,0,nytimes.com,nytimes.com,com,39.0,11.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,20.0,0.0,0.2857142857142857
https://www.gov.uk/docs/api,0,0.5514843011195449,1,0,0,0,0,0,2,0,www.gov.uk,www.gov.uk,uk,27.0,10.0,0.0,0.0,1.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
https://grubhub.com/api/v2/products?page=2,0,0.5083931750963251,1,1,0,0,0,0,3,1,grubhub.com,grubhub.com,com,42.0,11.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.047619047619047616,0.0,0.0,0.0,0.0,22.0,0.0,0.2857142857142857
https://wsj.com/,0,0.6404912607462345,1,0,0,0,0,0,0,0,wsj.com,wsj.com,com,16.0,7.0,0.0,0.0,1.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.americanexpress.com/releases/tag/v2.3.1,0,0.5283304374274218,1,0,0,0,0,0,3,0,americanexpress.com,www.americanexpress.com,com,51.0,23.0,0.0,1.0,1.0,0.0,0.19607843137254902,0.058823529411764705,0.0,0.0,0.0,0.0,20.0,0.0,0.4
http://www.nvidia.com/settings,0,0.876494079987921,1,0,0,0,0,0,1,0,nvidia.com,www.nvidia.com,com,30.0,14.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5
https://www.gov.uk/playlist?list=PL12345,0,0.4678068289956888,1,1,0,0,0,0,1,1,www.gov.uk,www.gov.uk,uk,40.0,10.0,0.0,0.0,1.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0,21.0,0.0,0.0
https://wired.com/library/3.12,0,0.5345249793692588,1,0,0,0,0,0,2,0,wired.com,wired.com,com,30.0,9.0,0.0,0.0,1.0,0.0,0.23333333333333334,0.1,0.0,0.0,0.0,0.0,13.0,0.0,0.4
https://x.com/careers,0,0.6387585439540516,1,0,0,0,0,0,1,0,x.com,x.com,com,21.0,5.0,0.0,0.0,1.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
https://npr.org/library/3.12,0,0.6423532210621625,1,0,0,0,0,0,2,0,npr.org,npr.org,org,28.0,7.0,0.0,0.0,1.0,0.0,0.25,0.10714285714285714,0.0,0.0,0.0,0.0,13.0,0.0,0.0
http://www.zoom.us/settings,0,0.8221345697135602,1,0,0,0,0,0,1,0,zoom.us,www.zoom.us,us,27.0,11.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.85,0.0,9.0,0.0,0.5
https://khanacademy.org/technology,0,0.46084852949383415,1,0,0,0,0,0,1,0,khanacademy.org,khanacademy.org,org,34.0,15.0,0.0,0.0,1.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.36363636363636365
https://bestbuy.com/pull/2031,0,0.5736755653655786,1,0,0,0,0,0,2,0,bestbuy.com,bestbuy.com,com,29.0,11.0,0.0,0.0,1.0,0.0,0.20689655172413793,0.13793103448275862,0.0,0.0,0.0,0.0,10.0,0.0,0.2857142857142857
https://wsj.com/api/v1/users,0,0.6447775942743025,1,0,0,0,0,0,3,0,wsj.com,wsj.com,com,28.0,7.0,0.0,0.0,1.0,0.0,0.25,0.03571428571428571,0.0,0.0,0.0,0.0,13.0,0.0,0.0
https://blogger.com/questions/12345/how-to-parse-json,0,0.470035634602845,1,0,0,0,0,0,3,0,blogger.com,blogger.com,com,53.0,11.0,0.0,0.0,1.0,0.0,0.18867924528301888,0.09433962264150944,0.0,0.0,0.0,0.0,34.0,0.0,0.2857142857142857
